Company,Theme,Level,Level Name,Use Case,Status,Capability to implement to others,Solution Name,Solution Description,Function in Solution,In-house / Vendor development,Folder_URL
TMMIN,Quality Reform,2,Digital Quality info (Digitization),AR Guided Visual Inspection,Green,Yes,TMMIN AR Guided Visual Inspection Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for TMMIN operations.,Automated Quality Reform monitoring for AR Guided Visual Inspection,Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Quality%20Reform?csf=1&web=1&e=wkIfPQ
TMMIN,Quality Reform,2,Digital Quality info (Digitization),M/C Data Monitoring for EQ parameter,Yellow,Yes,TMMIN M/C Data Monitoring for EQ parameter Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for TMMIN operations.,Automated Quality Reform monitoring for M/C Data Monitoring for EQ parameter,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Quality%20Reform?csf=1&web=1&e=wkIfPQ
TMMIN,Digitized Workplace,5,Digital Native – Adaptive & Prescriptive,Agentic AI Connected Workforce,Red,Yes,TMMIN Agentic AI Connected Workforce Platform,Provides end-to-end visibility and Digital Native – Adaptive & Prescriptive capabilities for TMMIN operations.,Automated Digitized Workplace monitoring for Agentic AI Connected Workforce,Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L5%20-%20Digitized%20Workplace?csf=1&web=1&e=wbY2Sd
TMMIN,Digitized Workplace,5,Digital Native – Adaptive & Prescriptive,Digital Twin for Heineken Simulation,Red,Yes,TMMIN Digital Twin for Heineken Simulation Platform,Provides end-to-end visibility and Digital Native – Adaptive & Prescriptive capabilities for TMMIN operations.,Automated Digitized Workplace monitoring for Digital Twin for Heineken Simulation,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L5%20-%20Digitized%20Workplace?csf=1&web=1&e=wbY2Sd
TMMIN,Digitized Workplace,5,Digital Native – Adaptive & Prescriptive,Gen AI – Digital Prod. Coach,Red,Yes,TMMIN Gen AI – Digital Prod. Coach Platform,Provides end-to-end visibility and Digital Native – Adaptive & Prescriptive capabilities for TMMIN operations.,Automated Digitized Workplace monitoring for Gen AI – Digital Prod. Coach,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L5%20-%20Digitized%20Workplace?csf=1&web=1&e=wbY2Sd
TMMIN,Digitized Workplace,4,Digital Platform – Data Integrated & Predictive,Plant Digital Asakai with Predictive Analysis,Yellow,No,TMMIN Plant Digital Asakai with Predictive Analysis Platform,Provides end-to-end visibility and Digital Platform – Data Integrated & Predictive capabilities for TMMIN operations.,Automated Digitized Workplace monitoring for Plant Digital Asakai with Predictive Analysis,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Digitized%20Workplace?csf=1&web=1&e=AwcEPX
TMMIN,Digitized Workplace,3,Digital Connectivity – Data Connected,Digital / AR Assisted Work Instructions,Green,Yes,TMMIN Digital / AR Assisted Work Instructions Platform,Provides end-to-end visibility and Digital Connectivity – Data Connected capabilities for TMMIN operations.,Automated Digitized Workplace monitoring for Digital / AR Assisted Work Instructions,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Digitized%20Workplace?csf=1&web=1&e=ccRgPQ
TMMIN,Digitized Workplace,3,Digital Connectivity – Data Connected,Shopfloor Digital Asakai,Yellow,Yes,TMMIN Shopfloor Digital Asakai Platform,Provides end-to-end visibility and Digital Connectivity – Data Connected capabilities for TMMIN operations.,Automated Digitized Workplace monitoring for Shopfloor Digital Asakai,Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Digitized%20Workplace?csf=1&web=1&e=ccRgPQ
TMMIN,Digitized Workplace,3,Digital Connectivity – Data Connected,Connected Workforce (Digital Shopfloor Mgmt. System),Yellow,Yes,TMMIN Connected Workforce (Digital Shopfloor Mgmt. System) Platform,Provides end-to-end visibility and Digital Connectivity – Data Connected capabilities for TMMIN operations.,Automated Digitized Workplace monitoring for Connected Workforce (Digital Shopfloor Mgmt. System),In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Digitized%20Workplace?csf=1&web=1&e=ccRgPQ
TMMIN,Digitized Workplace,2,Digital Base – Data Collection,Digital Dashboards by Area,Yellow,Yes,TMMIN Digital Dashboards by Area Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for TMMIN operations.,Automated Digitized Workplace monitoring for Digital Dashboards by Area,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Digitized%20Workplace?csf=1&web=1&e=7CQMPN
TMMIN,Digitized Workplace,2,Digital Base – Data Collection,Digital Entry Prod. Tracking,Yellow,Yes,TMMIN Digital Entry Prod. Tracking Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for TMMIN operations.,Automated Digitized Workplace monitoring for Digital Entry Prod. Tracking,Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Digitized%20Workplace?csf=1&web=1&e=7CQMPN
TMMIN,Digitized Workplace,2,Digital Base – Data Collection,Shopfloor Digital Workflow,Green,Yes,TMMIN Shopfloor Digital Workflow Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for TMMIN operations.,Automated Digitized Workplace monitoring for Shopfloor Digital Workflow,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Digitized%20Workplace?csf=1&web=1&e=7CQMPN
TMMIN,Digitized Workplace,2,Digital Base – Data Collection,Digital Kanban,Green,Yes,TMMIN Digital Kanban Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for TMMIN operations.,Automated Digitized Workplace monitoring for Digital Kanban,Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Digitized%20Workplace?csf=1&web=1&e=7CQMPN
TMMIN,Agile & Optimize Supply Operation,5,Fully Transparent and Proactive Communication,Demand Forecast Planning & Scheduling (Agentic AI enabled),Red,Yes,TMMIN Demand Forecast Planning & Scheduling (Agentic AI enabled) Platform,Provides end-to-end visibility and Fully Transparent and Proactive Communication capabilities for TMMIN operations.,Automated Agile & Optimize Supply Operation monitoring for Demand Forecast Planning & Scheduling (Agentic AI enabled),In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L5%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=G5yoiU
TMMIN,Agile & Optimize Supply Operation,5,Fully Transparent and Proactive Communication,Supply chain nerve center,Red,Yes,TMMIN Supply chain nerve center Platform,Provides end-to-end visibility and Fully Transparent and Proactive Communication capabilities for TMMIN operations.,Automated Agile & Optimize Supply Operation monitoring for Supply chain nerve center,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L5%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=G5yoiU
TMMIN,Agile & Optimize Supply Operation,4,Predictive Connectivity,E2E Logistics Control Tower (Parts & Vehicle Exports),Red,No,TMMIN E2E Logistics Control Tower (Parts & Vehicle Exports) Platform,Provides end-to-end visibility and Predictive Connectivity capabilities for TMMIN operations.,Automated Agile & Optimize Supply Operation monitoring for E2E Logistics Control Tower (Parts & Vehicle Exports),Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=ZDMu0x
TMMIN,Agile & Optimize Supply Operation,4,Predictive Connectivity,Predictive Delay Alerts,Red,No,TMMIN Predictive Delay Alerts Platform,Provides end-to-end visibility and Predictive Connectivity capabilities for TMMIN operations.,Automated Agile & Optimize Supply Operation monitoring for Predictive Delay Alerts,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=ZDMu0x
TMMIN,Agile & Optimize Supply Operation,4,Predictive Connectivity,Supplier collaboration systems,Red,Yes,TMMIN Supplier collaboration systems Platform,Provides end-to-end visibility and Predictive Connectivity capabilities for TMMIN operations.,Automated Agile & Optimize Supply Operation monitoring for Supplier collaboration systems,Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=ZDMu0x
TMMIN,Agile & Optimize Supply Operation,4,Predictive Connectivity,Import Part Buffer Stock Optimization,Red,Yes,TMMIN Import Part Buffer Stock Optimization Platform,Provides end-to-end visibility and Predictive Connectivity capabilities for TMMIN operations.,Automated Agile & Optimize Supply Operation monitoring for Import Part Buffer Stock Optimization,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=ZDMu0x
TMMIN,Agile & Optimize Supply Operation,4,Predictive Connectivity,Production Allocation & Scheduling Optimization,Red,Yes,TMMIN Production Allocation & Scheduling Optimization Platform,Provides end-to-end visibility and Predictive Connectivity capabilities for TMMIN operations.,Automated Agile & Optimize Supply Operation monitoring for Production Allocation & Scheduling Optimization,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=ZDMu0x
TMMIN,Agile & Optimize Supply Operation,3,Expanded Visibility (End to End),Inventory & Production Planning Optimization,Green,Yes,TMMIN Inventory & Production Planning Optimization Platform,Provides end-to-end visibility and Expanded Visibility (End to End) capabilities for TMMIN operations.,Automated Agile & Optimize Supply Operation monitoring for Inventory & Production Planning Optimization,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=b5eohp
TMMIN,Agile & Optimize Supply Operation,3,Expanded Visibility (End to End),Customer Order‑to‑Delivery Tracking,Red,Yes,TMMIN Customer Order‑to‑Delivery Tracking Platform,Provides end-to-end visibility and Expanded Visibility (End to End) capabilities for TMMIN operations.,Automated Agile & Optimize Supply Operation monitoring for Customer Order‑to‑Delivery Tracking,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=b5eohp
TMMIN,Agile & Optimize Supply Operation,2,Siloed System & Tracking,MSP Data Centralized & Visualization,Green,Yes,TMMIN MSP Data Centralized & Visualization Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for TMMIN operations.,Automated Agile & Optimize Supply Operation monitoring for MSP Data Centralized & Visualization,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
TMMIN,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Import/Local Parts inventory tracking & management (Smart Part visualization),Green,Yes,TMMIN Import/Local Parts inventory tracking & management (Smart Part visualization) Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for TMMIN operations.,Automated Agile & Optimize Supply Operation monitoring for Import/Local Parts inventory tracking & management (Smart Part visualization),Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
TMMIN,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Parts & Vehicle Delivery Log Sheets,Green,Yes,TMMIN Parts & Vehicle Delivery Log Sheets Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for TMMIN operations.,Automated Agile & Optimize Supply Operation monitoring for Parts & Vehicle Delivery Log Sheets,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
TMMIN,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Digital Shipment Logging,Green,Yes,TMMIN Digital Shipment Logging Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for TMMIN operations.,Automated Agile & Optimize Supply Operation monitoring for Digital Shipment Logging,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
TMMIN,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Logistics Planning & Tracking,Green,No,TMMIN Logistics Planning & Tracking Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for TMMIN operations.,Automated Agile & Optimize Supply Operation monitoring for Logistics Planning & Tracking,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
STM,Production EQ Maintenance,5,Autonomous Jiritsuka MTN,Digital Twin Simulation,Red,Yes,STM Digital Twin Simulation Platform,Provides end-to-end visibility and Autonomous Jiritsuka MTN capabilities for STM operations.,Automated Production EQ Maintenance monitoring for Digital Twin Simulation,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L5%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=EbQpSv
STM,Production EQ Maintenance,5,Autonomous Jiritsuka MTN,Digital PMRS + AI Agentic,Yellow,Yes,STM Digital PMRS + AI Agentic Platform,Provides end-to-end visibility and Autonomous Jiritsuka MTN capabilities for STM operations.,Automated Production EQ Maintenance monitoring for Digital PMRS + AI Agentic,Co-development,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L5%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=EbQpSv
STM,Production EQ Maintenance,5,Autonomous Jiritsuka MTN,Autonomous Planning,Red,Yes,STM Autonomous Planning Platform,Provides end-to-end visibility and Autonomous Jiritsuka MTN capabilities for STM operations.,Automated Production EQ Maintenance monitoring for Autonomous Planning,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L5%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=EbQpSv
STM,Production EQ Maintenance,5,Autonomous Jiritsuka MTN,AI Fault Diagnosis Assistant,Red,Yes,STM AI Fault Diagnosis Assistant Platform,Provides end-to-end visibility and Autonomous Jiritsuka MTN capabilities for STM operations.,Automated Production EQ Maintenance monitoring for AI Fault Diagnosis Assistant,In-house,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L5%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=EbQpSv
